permno,2015/1/31,2015/2/28,2015/3/31,2015/4/30,2015/5/31,2015/6/30,2015/7/31,2015/8/31,2015/9/30,2015/10/31,2015/11/30,2015/12/31,2016/1/31,2016/2/29,2016/3/31,2016/4/30,2016/5/31,2016/6/30,2016/7/31,2016/8/31,2016/9/30,2016/10/31,2016/11/30,2016/12/31,2017/1/31,2017/2/28,2017/3/31,2017/4/30,2017/5/31,2017/6/30,2017/7/31,2017/8/31,2017/9/30,2017/10/31,2017/11/30,2017/12/31,2018/1/31,2018/2/28,2018/3/31,2018/4/30,2018/5/31,2018/6/30,2018/7/31,2018/8/31,2018/9/30,2018/10/31,2018/11/30,2018/12/31,2019/1/31,2019/2/28,2019/3/31,2019/4/30,2019/5/31,2019/6/30,2019/7/31,2019/8/31,2019/9/30,2019/10/31,2019/11/30,2019/12/31,2020/1/31,2020/2/29,2020/3/31,2020/4/30,2020/5/31,2020/6/30,2020/7/31,2020/8/31,2020/9/30,2020/10/31,2020/11/30,2020/12/31,2021/1/31,2021/2/28,2021/3/31,2021/4/30,2021/5/31,2021/6/30,2021/7/31,2021/8/31,2021/9/30,2021/10/31,2021/11/30,2021/12/31,2022/1/31,2022/2/28,2022/3/31,2022/4/30,2022/5/31,2022/6/30,2022/7/31,2022/8/31,2022/9/30,2022/10/31,2022/11/30,2022/12/31,2023/1/31,2023/2/28,2023/3/31,2023/4/30,2023/5/31,2023/6/30,2023/7/31,2023/8/31,2023/9/30,2023/10/31,2023/11/30,2023/12/31,2024/1/31,2024/2/29,2024/3/31,2024/4/30,2024/5/31,2024/6/30,2024/7/31,2024/8/31,2024/9/30,2024/10/31,2024/11/30,2024/12/31
59,0.036905585,0.072034486,0.072271952,-0.005786505,0.005100696,0.017917618,0.046143053,0.029663773,0.054784073,-0.036932266,-0.058366573,-0.021363287,0.036183009,-0.049453188,0.153982246,-0.050657797,0.222306154,0.144887662,-0.025088708,0.042414284,-0.002484581,0.065692462,0.025545201,0.091775204,-0.090759404,-0.061920181,0.010503243,-0.022275075,0.045290024,-0.121249067,0.067710611,-0.082790046,0.027117012,0.235566099,-0.027812474,0.064419088,-0.078427793,-0.026258191,0.131124095,-0.078053841,0.015299619,0.010456942,0.03687492,-0.039334804,0.031477113,0.134618819,-0.056709839,0.002333865,-0.008562934,0.036658642,-0.079172969,0.162804821,-0.011004661,0.027269034,-0.050902092,-0.022094591,0.185769891,0.190728002,0.134441057,-0.082320609,-0.076327927,0.021983423,-0.074451598,-0.001314785,-0.0398755,0.174434436,-0.004201416,0.113705828,0.055059394,-0.049788392,0.004319416,0.138381033,-0.032641728,0.002452726,0.244584137,-0.089248743,-0.099188226,-0.050867624,-0.143912446,0.074780021,-0.019932932,0.11551572,-0.036558803,-0.000848279,0.012669685,0.036622224,0.087718279,-0.093553025,-0.092172799,-0.053202695,0.047132278,-0.109549444,0.039874685,-0.027180871,-0.008111014,0.020018834,0.007479442,0.008394901,0.034024741,-0.012457069,-0.047606982,0.002734489,0.168734268,0.056127704,0.146578749,0.011245587,0.079257835,0.031966314,-0.038490083,-0.110799789,-0.096829764,-0.156287426,0.023851141,0.024288747,-0.122179293,-0.002206889,-0.084195206,-0.002138236,-0.039357928,-0.0753451
60,-0.048974171,-0.023870021,-0.007230508,-0.095997246,0.134636228,-0.069417669,0.093957295,-0.027785421,0.126190212,0.001426282,0.070134333,-0.107775415,0.094611611,-0.030448195,0.026932152,0.038440969,0.033523402,0.172591172,0.084724048,0.063724582,0.013705929,0.061515763,-0.006045365,0.037835747,0.002945021,-0.063411506,0.044303699,0.03594102,0.062748067,-0.030950668,0.154307103,-0.044254144,-0.02669207,0.063917915,-0.1024471,0.101543894,-0.101657711,0.047425548,-0.009323143,-0.048936208,-0.04176392,0.004692045,0.038627554,-0.001234179,-0.076432359,0.120150728,0.021271453,0.017171576,0.030343008,0.053998602,-0.09364672,0.09564055,0.004592371,0.01660416,-0.069807471,0.221176745,0.094390731,0.001156974,-0.029595068,0.160996543,0.008494445,0.046609843,-0.054437975,-0.0280737,-0.092043366,0.059059597,0.076299893,-0.05911965,0.000203632,-0.021659277,0.009272506,0.031877334,-0.027150537,-0.049515003,0.103440327,-0.056041586,-0.003773234,-0.054023213,-0.051618918,0.080880541,-0.01992242,-0.097555606,0.000876362,0.055761714,0.082564671,0.127579341,-0.067476923,-0.062391517,-0.097883947,-0.024190139,0.063038067,-0.029279684,0.055582276,-0.030634481,-0.05090223,0.00020507,-0.034251501,0.074915937,-0.013153565,0.010169251,0.017270275,0.034019212,0.019431163,0.181636456,0.103067888,0.126772417,-0.077986298,-0.060953038,0.040271575,-0.037772164,-0.142386565,-0.143244916,0.094365105,0.060056665,-0.113173814,-0.034830371,-0.018440613,-0.038726609,0.078607124,0.024152015
61,-0.090771041,-0.053768012,0.059381961,0.039867987,-0.002447912,0.024184441,0.105265702,-0.069486513,0.047944786,0.047618151,0.046681583,-0.109340379,0.021588904,-0.039280727,-0.052311662,-0.032810716,0.111157186,0.146480688,0.0388562,0.039207969,0.044278272,-0.004368171,-0.020637748,-0.048067784,0.031810096,-0.055447272,0.023709726,0.059832588,0.031026172,-0.009926985,0.125114628,-0.022796622,-0.034570682,0.018984296,0.036155106,0.137056261,-0.102960364,-0.077613978,-0.015673393,-0.087928819,-0.043278884,0.105148826,0.075315541,-0.060943283,-0.094154364,0.085358854,0.055193474,-0.080417312,0.132031493,-0.034939672,-0.172007646,0.121743232,0.021107754,0.014789172,0.09504154,0.005946728,0.124656256,0.049889096,0.093329539,-0.01638758,-0.12414666,0.03781135,0.014122318,0.011901986,-0.038558445,0.131982385,0.042493292,-0.046178918,0.020086181,0.035181682,-0.119591213,-0.064067055,0.052114582,-0.026472147,0.22748313,-0.075593704,-0.057428902,0.050512352,-0.067239943,-0.02643391,-0.029484045,0.022460193,-0.021536481,0.044028803,0.036484504,0.058175068,-0.046498912,-0.078957481,-0.107470405,0.000445394,-0.066862261,-0.03496841,0.147355025,0.047237839,-0.031866732,-0.063489344,0.02052933,0.037531336,0.008471171,-0.032028972,-0.023246661,0.010115355,0.14741644,0.055692307,0.235232616,-0.000222905,-0.003470106,0.00054129,-0.092203207,-0.035996795,-0.072085944,-0.087249303,0.042769877,0.031860745,-0.091443508,-0.039884765,0.122741932,-0.099139215,0.039020002,0.000241168
62,-0.032056905,-0.009507585,0.10811518,-0.089685035,0.070658272,-0.02832618,0.107185801,-0.190246558,0.02275356,0.079216778,0.001663499,-0.120048267,0.019918109,0.170348869,0.027107083,-0.096447843,0.224112783,0.165768382,0.058054632,0.086057903,-0.028941494,0.00864796,-0.061660648,0.001156035,-0.016104186,-0.130409285,0.05597514,-0.003449679,0.11310291,-0.161358786,0.205934022,-0.027747734,-0.019847939,0.084822287,0.016352924,0.177431061,-0.197937701,0.011370924,0.120266845,-0.068927859,-0.103298344,0.022989005,0.150856081,0.034632092,-0.076717498,0.077895743,-0.03719771,-0.012628715,0.039487172,0.012266972,-0.07321779,0.267825856,0.059196718,0.052731826,-0.087644344,0.208452381,0.263162385,0.090947457,0.071097408,0.030705608,0.039276075,-0.028063566,-0.058840607,-0.049756573,-0.142800923,0.283477383,0.000855926,0.129949089,0.005464098,-0.010506637,-0.086302911,-0.015038425,0.007924337,-0.01519252,0.281677383,-0.08986317,-0.033228178,-0.061223908,-0.127335635,-0.007980318,0.152633378,0.072864064,0.001691297,0.119790842,-0.084446935,0.146230957,0.037314329,-0.031585674,-0.116798065,-0.040049602,-0.07059256,-0.0914255,0.128281466,0.056706291,0.036940881,0.048443959,-0.011934527,0.168992839,0.005100917,0.033741346,0.098478868,0.086505012,0.126436882,0.042912123,0.209922596,-0.011616994,-0.055350285,0.094552602,0.039520098,-0.065899313,-0.058260047,-0.171105918,0.021070712,0.158781945,-0.187216139,-0.082726101,0.02177803,-0.041183031,0.077131529,-0.012624094
63,-0.034987624,0.074551911,0.065964998,-0.093133263,0.075871394,-0.137137556,0.112719805,0.008123111,-0.007315232,-0.003859016,-0.052568982,0.042273897,0.10153547,-0.088805776,0.009283137,0.003118996,0.167233253,0.153147567,0.015337117,0.175858895,0.003764039,0.11073509,-0.014824059,0.162525203,0.038650075,0.019007249,0.189558417,-0.079829988,0.093502801,-0.080469835,0.038600806,-0.141391785,-0.060742603,0.067633375,0.036769667,0.272620397,-0.090997723,-0.05557621,0.00966412,-0.127077099,-0.003534926,0.111735801,0.07540412,0.104282609,0.085020973,0.117696712,-0.084038616,-0.070472795,-0.01062293,-0.007435216,-0.142334189,0.066070467,0.009472591,-0.076554527,0.002669358,0.01339946,0.048599494,0.264068308,0.012611089,0.021931795,0.032204568,0.020178041,-0.028799986,0.030186613,-0.067280886,0.215466479,0.049128284,0.218655919,-0.001130884,-0.09067916,-0.033536015,0.019043653,0.043154518,-0.07196147,0.306092669,-0.094569117,-0.083644429,-0.030763711,-0.186224619,-0.036407666,0.062394249,0.100126399,-0.124767395,0.070896598,-0.047680909,0.074326011,-0.006885948,-0.028795623,-0.158877246,-0.032078488,0.067326042,-0.062756831,0.070528921,0.114866699,0.033032933,-0.000852934,0.012158312,0.092021948,0.032326513,0.044410485,-0.008184867,0.014254034,0.060181129,0.087388953,-0.022276392,-0.035572815,0.027387099,-0.019552578,-0.062526549,-0.080429973,-0.028709296,-0.024352014,-0.125513444,-0.042754993,-0.104636649,-0.107727929,-0.05395741,-0.104851375,0.012802366,0.034180616
64,-0.013903041,-0.046124989,-0.028179514,0.003710604,0.006392822,0.040607074,0.059960186,-0.03596508,-0.022284015,-0.040942989,0.064467496,-0.018126363,0.103733008,-0.101399072,-0.119752102,0.018741511,0.142766717,0.031993214,-0.016416417,0.139367674,0.035340648,-0.048455983,-0.071539974,0.028750311,0.002528473,-0.114390416,0.035663471,-0.014234449,0.004274815,-0.114861691,0.003780663,0.079342313,-0.035977183,0.100945919,-0.017752246,0.14369317,-0.117028421,0.00128603,0.00421889,-0.049760438,0.085414889,-0.000355981,0.08372136,0.075034729,-0.022910875,0.110712944,-0.099408581,-0.029351622,0.011789502,0.018409664,-0.061977013,-0.011128377,-0.064687062,-0.011605104,-0.011707411,0.104712897,0.054237935,0.023673206,-0.00163255,0.100246016,-0.001898476,-0.005306821,-0.05032081,-0.058913846,0.025313231,0.105067705,0.029749733,0.053794291,-0.055004449,-0.025151007,-0.004348716,0.069702329,0.077884441,-0.037897724,0.158731529,0.021326578,-0.05995667,-0.093021165,-0.102469899,-0.03441554,-0.000385253,0.023545163,0.056483254,0.101287907,-0.005201937,0.086728248,0.088952239,-0.029218506,-0.152554435,-0.07707523,-0.013163113,-0.013219987,0.0934141,-0.020986538,0.011750463,-0.06890369,-0.000776045,0.122581104,0.011724102,0.014139871,-0.081328454,0.003636796,0.064386598,0.016246762,0.091667072,0.024739234,-0.054857171,0.011588227,-0.007638357,-0.088188677,-0.105237847,0.108885536,0.003907021,-0.064508507,-0.095856784,-0.015460518,-0.003678282,-0.005365124,0.057834726,0.084302637
65,-0.006604639,0.048222343,0.063037391,0.009080026,0.106821399,-0.091180068,0.112368515,-0.038083832,0.025206494,-0.007606919,0.03078125,-0.111347844,0.01444374,-0.101656698,0.077839145,0.007778275,0.18436732,0.15771671,0.076545413,0.146495723,0.063340051,0.075317172,0.07550369,0.065989018,0.055579708,-0.022115563,0.043142453,-0.019227822,-0.016510694,0.013120149,0.096689077,-0.003631026,-0.06051598,0.230938997,-0.015672729,0.07640934,-0.031456594,-0.003777155,0.052230644,-0.187066942,0.022346367,0.029617824,0.062549449,0.123683,-0.023731978,-0.004308926,0.021733488,-0.138923261,0.029181962,0.106978867,-0.054963375,0.161617178,0.034991606,0.063619669,-0.059692819,0.072790226,0.206588128,0.118647824,0.035294154,0.038998232,0.074968535,0.055197489,-0.051740439,0.069902863,0.047423752,0.198363322,0.064954266,-0.017110509,0.042318004,-0.090667392,-0.059900185,0.020899019,-0.021462524,0.002844144,0.187565057,0.02198783,-0.125639533,0.005567204,-0.131428693,0.12897997,0.037459928,0.162830135,0.007298766,0.000740125,0.075896626,0.012875025,0.060401991,0.028202847,0.003469517,-0.083423187,-0.021788437,-0.04887479,0.135207315,0.151721048,0.05529213,0.062424647,-0.061113111,-0.020358294,0.010744491,0.023055266,-0.10377672,0.060175428,0.047835698,0.014736339,0.187879769,-0.031133187,-0.010841349,-0.016602825,0.018923237,-0.066956357,-0.027641001,-0.102042458,0.043168437,-0.031931641,-0.211396474,-0.116636442,-0.01608641,-0.045882626,0.159561159,-0.074937439
66,-0.027396293,-0.048299797,0.201633605,-0.029618162,0.091792486,-0.034007509,0.113661316,-0.029990467,-0.01621663,-0.043812037,-0.033380098,-0.017573006,0.053819022,0.078479132,-0.036268087,0.00207305,0.088215982,0.204683037,0.006245165,0.022752121,-0.045504315,-0.037894321,0.029584529,0.052019879,-0.024914184,-0.182522415,0.130197921,0.06713876,0.019556597,-0.030172983,0.092746505,-0.111825694,0.061809463,0.079625336,0.060143439,0.072361515,-0.047991715,-0.030873905,0.00838524,-0.069706633,-0.00225538,-0.031072418,0.04189974,0.040407135,0.01520792,0.053043282,-0.089412047,-0.078030038,0.125869905,0.014737726,-0.098631035,0.169806314,-0.001791501,0.049391622,-0.057584051,0.047841834,0.065387747,0.095447989,0.055492804,0.063237087,-0.05945313,-0.00620397,-0.022601162,0.004130488,0.053404434,0.106980244,0.011592889,0.138667658,-0.130077366,-0.017816599,0.018695651,0.090480708,0.003050163,-0.028668904,0.166735473,-0.143881989,-0.004971455,0.110722937,-0.134543283,-0.058247458,0.01148406,0.136552355,0.007245964,0.036728546,-0.021468304,0.061595274,0.000238076,-0.008071873,-0.082396552,0.027367227,-0.00354487,-0.100886098,0.173562154,0.041156551,-0.004044572,0.012132685,-0.068940275,0.128149139,-0.059581168,-0.072412199,-0.009278713,-0.032946238,0.059007921,-0.004721779,0.087637875,0.025199733,0.044649196,0.039090175,-0.031325753,-0.017225207,-0.085820043,0.056429218,0.026816315,0.024516052,-0.021395383,-0.103247953,0.030969778,0.001575837,0.014554585,0.039277866
67,-0.008600908,0.000688372,0.096621106,0.03974946,0.059287598,-0.053184302,-0.000215994,-0.040195902,0.013127267,-0.051144349,-0.026041712,-0.05661589,0.0551139,0.075809761,0.049422833,-0.022657,0.02436111,0.007625924,0.001473698,0.020709732,-0.047027358,-0.029428663,0.104708427,0.048413326,0.014984786,-0.02058342,-0.04936766,-0.00315306,-0.057623082,-0.032575514,0.014423215,0.002855318,-0.071491332,0.115639697,-0.045005007,0.082823921,-0.015955959,0.107522465,0.076003821,0.003056436,-0.006483355,-0.020385027,0.003841016,0.004745473,-0.005463048,0.055164212,0.00510282,0.014397001,0.09330821,0.011145113,-0.157251498,0.059857941,-0.084887223,0.081881909,0.034939874,0.037140013,0.021208564,0.048451543,0.019969513,-0.116014309,0.010429817,0.127241931,0.061823876,-0.040863266,0.006559169,0.051547043,0.140944421,0.09277149,-0.083712579,-0.035653893,-0.04717902,0.006108705,0.019390426,0.041996372,0.030994062,-0.064353465,0.055785968,-0.096638424,-0.008972458,-0.044417723,0.058986287,-0.14852549,-0.066992735,-0.004437035,-0.096702884,-0.048933489,0.039437792,-0.071738034,-0.043708028,0.067691714,-0.022013577,0.043952513,0.067976443,0.040415058,-0.039746132,0.029592444,-0.028485173,0.016135991,-0.081413618,-0.018687511,0.041595278,0.075388811,0.065481152,-0.056638959,0.1013662,0.021903514,0.000962747,-0.015575709,0.034793427,0.094659216,-0.100530011,0.00532103,-0.067999836,0.045716035,-0.028233685,-0.100071942,-0.068140633,-0.072608791,-0.029661299,0.019429215
68,-0.037874675,-0.027276731,0.027505833,-0.045694166,0.140008026,-0.002491969,0.090387168,-0.055844502,-0.00939366,0.033976658,-0.017399088,0.027792312,-0.038297963,0.087001484,0.144251249,0.060613098,0.278483464,0.044523219,0.169537846,0.167294751,-0.037762946,-0.060238966,0.011312329,-0.018325499,-0.012484557,0.0005469,0.018468773,0.085265443,0.018162515,0.02528151,0.085187001,0.002980403,-0.016272128,0.132061005,-0.017819563,0.076262798,-0.069113003,0.090180887,0.032128145,-0.058593858,-0.041505445,-0.000668278,0.068242948,-0.016794955,0.01731068,0.090098747,0.036881903,0.05872123,-0.057755075,0.029201632,-0.020404977,0.021839559,-0.004738574,0.126760708,0.01358858,0.008156562,0.089241761,0.019429213,-0.038038827,0.092518765,0.017995443,-0.047763946,0.121000732,-0.052553994,0.004231178,0.075780994,0.020715118,0.065506318,-0.065431488,0.014702077,0.046127917,0.107376425,0.034395108,0.011366638,0.186015135,-0.071698667,0.06218135,0.040127324,-0.063333279,0.051704266,0.071735601,-0.003079438,0.019521828,-0.060441304,0.028670992,0.125800461,-0.011040602,0.033292861,-0.035434449,-0.036720592,-0.000895987,0.001964614,0.12179085,0.014207183,-0.022729214,-0.009292142,-0.029346584,0.055168899,-0.009579405,-0.116880303,0.053305031,0.051453574,0.007947779,-0.036182795,0.039872437,0.06129302,-0.054321113,0.000814386,-0.034382102,-0.069772969,0.051785153,-0.158385227,-0.090154054,0.045946657,-0.010229881,-0.022137272,-0.005236563,0.027745031,0.043498667,0.13415411
69,-0.071894014,-0.008234352,-0.054961808,0.035676522,-0.007701941,0.046661198,0.07043753,0.013740618,0.018834145,0.012845805,0.045021121,0.054655395,0.031717469,-0.009446871,0.04936688,-0.082667829,-0.019608904,0.063709994,-0.012124788,0.001817278,-0.023098207,-0.066292056,-0.03355667,0.095480078,0.018744727,-0.008279275,0.124075454,-0.029504641,-0.059472922,-0.07436164,-0.005324241,-0.025711473,-0.018212884,0.013584734,0.065500259,0.051071486,-0.028456773,0.06900434,0.018238051,-0.06686347,-0.049964857,0.093053352,-0.018918518,0.090830703,0.088027102,-0.05252941,-0.049499134,0.036576205,-0.112279187,-0.050998183,-0.121150417,0.041735568,0.08603495,-0.050253758,0.133972856,-0.013324781,0.097117049,-0.046771401,-0.009145417,-0.057821254,-0.004754141,0.003897495,-0.009022707,0.015134992,-0.013578019,-0.02039212,-0.033763241,-0.002874466,0.027446627,0.043755996,-0.083945277,-0.025677041,-0.064061724,0.024164838,-0.07949201,0.057975093,0.039935817,0.067561598,0.022925911,-0.075867067,-0.033443628,0.021124619,0.013687492,0.162979098,0.068846046,0.003997523,0.081365079,0.052576107,-0.019210432,-0.012601931,-0.073844075,-0.093210219,0.02541597,0.028195929,0.058664912,0.005444193,0.084905398,-0.019289362,-0.052152897,0.071966307,-0.050663079,-0.076309852,0.119675536,0.074634242,0.025599192,-0.01678964,-0.060987179,-0.077070886,0.0571168,-0.055123674,0.039006523,-0.054983044,0.020287648,0.068319113,-0.072232154,0.029835749,-0.002300389,-0.016413901,0.059384631,0.005640572
70,0.095895543,-0.088063629,-0.056897772,-0.023495392,-0.012863999,-0.001246503,0.009851622,-0.019005682,0.015149703,0.080290048,-0.058821977,-0.049792968,0.026546586,0.060879044,0.030185633,0.077791151,0.129082836,0.131823378,0.152346859,0.010601184,-0.120942958,-0.045419028,-0.009557741,0.060000065,-0.029245492,-0.00368608,0.077810644,0.035028617,0.067130984,-0.085818253,0.026721672,-0.091859953,0.052795778,0.02271747,-0.062468981,0.030887933,-0.001226505,-0.016167654,0.006100561,-0.147224906,0.051407601,0.019767443,0.054071508,-0.030276921,-0.001253737,0.112565162,0.036963781,-0.021126219,-0.044054579,0.102777978,-0.03735349,0.082745276,0.003472435,0.0771352,-0.091351591,0.013003005,0.07905595,0.010861052,-0.020061719,-0.008819372,-0.037075872,-0.020422013,-0.051850739,-0.022072905,0.088876645,0.093488632,0.076195533,0.192564885,-0.103471467,-0.045584059,-0.035624764,0.018670111,0.012055365,0.017026438,0.145358491,-0.026865894,-0.008646745,-0.015413036,-0.095629712,-0.040612266,0.090148463,-0.011115812,-0.04165086,0.042247145,-0.044300398,0.078745215,-0.027264298,0.001679371,0.048501266,0.003668082,0.060532838,0.022661505,0.160988226,0.007023971,0.151757963,-0.010195306,-0.052434827,-0.048850322,0.063765522,-0.051102799,-0.003818152,-0.012347071,-0.025274514,0.046003267,0.083486261,-0.013268892,-0.069144832,0.08305296,-0.077191321,0.011821337,0.133553527,-0.209428829,0.065664359,0.033435114,-0.105739028,-0.076028274,0.057234403,-0.085122086,0.009917436,-0.023419937
71,-0.028741446,-0.028358132,-0.040215721,0.010878583,0.01817101,0.027180458,0.103911033,0.021902578,-0.004344982,0.012437966,0.005900815,-0.023117385,-0.010324616,0.00496352,0.075271851,0.037479336,0.162320633,0.093855538,0.065400051,0.119033403,0.017392389,-0.012404206,-0.082725683,0.04831267,-0.00297425,0.098230547,0.15094248,-0.055742043,0.072996065,-0.016084581,-0.018363184,-0.051633541,0.041707314,0.075021324,-0.082313099,0.154962907,-0.038138848,0.048343979,-0.043683045,-0.027965288,-0.065160699,0.021717847,-0.060594334,-0.045995819,0.010310423,0.167472535,-0.044788762,0.047010673,-0.102885965,-0.084510268,-0.018715522,0.004216408,0.006286864,-0.025094097,-0.104589423,0.010509539,0.156509636,0.018741311,-0.101419681,0.168513367,-0.009609724,0.033348781,-0.053578186,-0.015068107,-0.008764043,0.102172432,0.045860589,0.018638042,-0.083043749,-0.052793973,-0.081021738,0.027338418,0.025876134,0.025347181,0.307219775,-0.13846709,0.10685226,-0.05507053,-0.139994142,0.103431308,-0.009996648,-0.03200997,-0.052358824,-0.041221615,0.077953664,0.123847382,-0.001225438,0.080587431,-0.023990251,-0.006420232,0.023986769,-0.099173467,0.12262213,-0.002740352,0.057607062,0.009331142,-0.060795642,-0.058419849,-0.050251883,-0.006704935,0.067037343,-0.005047063,0.160650422,0.133506108,0.119865683,-0.009607256,0.055426308,0.132776136,0.037027665,-0.102719201,-0.077737886,-0.045898944,0.078108704,-0.012995973,-0.110060682,-0.02340804,0.036584205,-0.025803359,0.073409184,0.001442786
72,0.005869022,0.005559223,0.114135265,-0.060613452,0.044705061,0.015345927,0.171040737,-0.130455744,0.09862599,0.144009068,-0.037275024,-0.009956536,0.050614454,0.009817221,0.078004033,-0.009276629,0.200788148,0.132201801,0.056637111,0.217720931,-0.013019146,0.020680724,0.012163996,0.098499909,0.012877363,-0.043129356,0.11831658,0.080859275,0.018182142,-0.196178832,0.189078479,-0.096104624,-0.014181276,0.228342469,-0.051395095,0.115078987,-0.032632536,-0.06292786,0.123996496,-0.122233768,-0.078314754,-0.022198131,0.065553172,-0.018708564,-0.051435226,0.133620433,-0.045517041,-0.053367015,0.02328065,0.045331788,-0.038774975,0.083914454,-0.128277726,0.136901786,-0.03158544,0.14482841,0.122121897,0.144156442,0.004555742,-0.060072896,-0.043931607,0.087586492,-0.018962739,-0.074624825,0.063287945,0.193791833,0.086753576,0.145329005,-0.010189054,-0.013941388,0.035885035,0.046629491,0.035892197,0.030400953,0.365260604,-0.107733701,-0.051505238,-0.000327287,-0.105830197,0.142508604,0.089541365,0.02725548,-0.040431598,0.157650064,0.027371902,0.131551822,0.003072346,-0.105262826,-0.082123303,-0.012516301,-0.186564268,-0.119388092,0.195996583,0.057174353,0.014556438,-0.00380812,-0.040878289,0.088906251,0.027272144,0.140820829,-0.008672955,0.071983374,0.147511489,0.048039106,0.213520973,0.029089934,0.02215039,-0.097237625,0.077839295,0.064334776,-0.059968141,-0.040373795,0.035031875,0.027040236,-0.125041215,-0.207033405,-0.084060847,0.004695814,0.007884848,-0.060953375
73,-0.026790211,0.068940038,0.070682168,-0.129806695,-0.020966461,-0.090012959,0.139887711,-0.005287956,-0.07127803,-0.099597222,-0.103839066,-0.053351263,-0.06934353,0.042870247,-0.046112167,0.064025189,0.252068327,0.100800649,0.079865487,0.113817019,-0.013980094,-0.050284974,-0.056337857,-0.050667589,0.01244927,-0.093237198,0.240176779,0.002686041,0.078827322,-0.076188556,0.126433193,-0.00197172,-0.041087877,0.174381625,0.022914811,0.185217136,-0.045466891,0.033951755,-0.039282335,0.06320426,-0.040157512,-0.015562444,-0.023360781,0.012449688,0.122643343,0.160415921,-0.05614717,0.072780729,0.037517782,0.07228869,-0.124789276,0.131968547,0.063796965,0.030322785,-0.004058051,0.022182514,0.08753276,0.056078339,0.023659569,-0.003158687,0.041476779,0.115345806,0.043721254,0.083388031,0.073009812,0.206620757,0.103739529,0.067440207,-0.060928832,-0.052578573,-0.097424701,-0.032912819,0.011868096,0.0499999,0.171284269,0.006164086,-0.028962553,0.022649746,-0.085886624,-0.005122293,-0.004917981,-0.01334185,0.034483373,-0.027719384,0.01527352,0.070108958,-0.034921411,-0.100237363,-0.126461846,-0.00780965,0.017912597,-0.062579978,0.096559463,-0.024950839,0.060355188,-0.008183154,-0.049066911,0.090202056,0.013581706,-0.00388359,0.01178381,-0.020157091,-0.028132244,0.150049819,-0.069373633,0.037725778,-0.101536776,0.074795502,0.077203434,-0.047756358,-0.053643847,-0.057173153,0.00598024,0.103053313,-0.12318243,-0.072973164,0.052903266,0.021151606,0.043764829,-0.011518736
74,-0.005753982,-0.068647035,-0.0287622,-0.014401103,-0.03427049,-0.05477647,0.127540441,0.012525176,-0.058384549,-0.00366932,0.076781823,0.068388964,0.100632384,0.042021398,0.08760848,-0.005521622,0.12349763,0.173233124,0.067073446,0.217444765,0.0880006,0.045358851,-0.019543601,0.078651919,0.091418177,-0.118678811,0.117731241,-0.024923357,0.057747633,-0.018345933,-5.85523E-05,-0.062447612,-0.020825212,0.150932875,-0.007055182,0.091659373,-0.05472755,-0.008861277,0.039612365,0.012452133,0.052251007,0.056817598,0.078914164,-0.077860834,0.038048417,0.17799439,0.074743881,0.043514841,0.121612742,-0.045804725,-0.057029648,0.155604591,0.023799272,0.088551552,0.013874984,-0.009167666,0.154556487,0.150170257,0.039899745,0.06126269,-0.05950263,0.064519378,-0.098300293,0.011885408,0.015844662,0.215714196,-0.028986847,0.096406357,-0.016175373,-0.033410934,-0.024832509,-0.021629441,0.098204708,-0.046764893,0.181418428,-0.111438271,-0.056262465,-0.029608634,-0.05108082,-0.018870666,0.13455888,0.070385222,0.041773734,0.013319946,-0.032909192,0.029428488,-0.156705617,-0.010066284,0.030835741,-0.111678629,-0.030605517,-0.023030748,0.118621077,0.096886792,-0.008883447,-0.012273984,0.00291211,0.04908442,-0.069694053,-0.010419825,0.058374413,-0.026034126,0.088266165,-0.064608637,0.047234422,0.109700444,0.044851809,0.015945744,0.097395117,-0.048729811,0.0694632,-0.151723696,0.140938591,0.068058432,-0.107424415,-0.109341838,0.087367339,0.02615151,0.026183877,-0.145215072
